Time (h),10,50,100,200
0,0.998344968,0.995077002,0.996708354,0.993440389
100,0.903200343,0.715287078,0.571493976,0.280642437
200,0.821090743,0.531870555,0.239382402,0.147879375
300,0.742238583,0.330469698,0.144195678,0.100078147
