Time ,C/C0
1.600496278,0.984615385
31.43644886,0.981196581
100.7926661,0.982905983
158.8530466,0.977777778
204.0143369,0.977777778
258.8489109,0.972649573
295.9456851,0.972649573
321.7521368,0.972649573
344.3314034,0.970940171
357.2346292,0.970940171
